ID,Name JA,Name En,Category JA,States Names,ISO Codes,Region,Latitude,Longitude,Main Image,Main Image Caption EN,UNESCO URL
1306,オーストラリアの受刑施設群,Australian Convict Sites,文化遺産,Australia,AU,Asia and the Pacific,-33.37833333,150.9944444,https://whc.unesco.org/document/143772,Interior pf the Military Guardhouse on Cockatoo Island,https://whc.unesco.org/en/list/1306
1308,,Paraty and Ilha Grande – Culture and Biodiversity,複合遺産,Brazil,BR,Latin America and the Caribbean,-23.01860556,-44.68536944,https://whc.unesco.org/document/173386,Chapel of Sorrows,https://whc.unesco.org/en/list/1308
1310,シダーデ・ヴェリャ、リベイラ・グランデの歴史的中心地区,"Cidade Velha, Historic Centre of Ribeira Grande",文化遺産,Cabo Verde,CV,Africa,14.91513889,-23.60519444,https://whc.unesco.org/document/114755,"Cidade Velha, Historic Centre of Ribeira Grande (Cabo Verde)",https://whc.unesco.org/en/list/1310
1312,ヘラクレスの塔,Tower of Hercules,文化遺産,Spain,ES,Europe and North America,43.38583333,-8.406388889,https://whc.unesco.org/document/114777,Tower of Hercules (Spain),https://whc.unesco.org/en/list/1312
1313,アルマデンとイドリア-水銀鉱山の遺産,Heritage of Mercury. Almadén and Idrija,文化遺産,"Spain,Slovenia","ES, SI",Europe and North America,38.77527778,-4.838888889,https://whc.unesco.org/document/117419,"Brus’s Klaže, water barrier on the Belca creek",https://whc.unesco.org/en/list/1313
1314,ヴァデン海,Wadden Sea,自然遺産,"Denmark,Netherlands (Kingdom of the),Germany","DK, NL, DE",Europe and North America,53.52861111,8.556111111,https://whc.unesco.org/document/114787,"Wadden Sea (Denmark, Germany, Netherlands)",https://whc.unesco.org/en/list/1314
1315,シューシュタルの歴史的水圧装置,Shushtar Historical Hydraulic System,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,32.01861111,48.83583333,https://whc.unesco.org/document/204640,Shushtar Historical Hydraulic System (Iran (Islamic Republic of)),https://whc.unesco.org/en/list/1315
1317,レユニオン島の主峰、圏谷、岩壁群,"Pitons, cirques and remparts of Reunion Island",自然遺産,France,FR,Europe and North America,-21.09944444,55.48,https://whc.unesco.org/document/203840,"Cirque of Mafate, La Reunion, France - Pitons, cirques and remparts of Reunion Island",https://whc.unesco.org/en/list/1317
1318,イタリアのランゴバルド(ロンバルディア)王国(568 - 774年)の要衝(点在),Longobards in Italy. Places of the Power (568-774 A.D.),文化遺産,Italy,IT,Europe and North America,46.09416667,13.43305556,https://whc.unesco.org/document/138672,"Inside the Tempietto Longobardo, the Fregio - Cividale del Friuli",https://whc.unesco.org/en/list/1318
1319,朝鮮(ジョセオン)王朝の王墓,Royal Tombs of the Joseon Dynasty,文化遺産,Republic of Korea,KR,Asia and the Pacific,37.19722222,128.4527778,https://whc.unesco.org/document/114827,Royal Tombs of the Joseon Dynasty (Republic of Korea),https://whc.unesco.org/en/list/1319
1321,,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",文化遺産,"India,Japan,France,Belgium,Switzerland,Argentina,Germany","IN, JP, FR, BE, CH, AR, DE",Latin America and the Caribbean,46.46841389,6.829336111,https://whc.unesco.org/document/140720,Chapel of Ronchamp,https://whc.unesco.org/en/list/1321
1322,グラン・バッサムの歴史都市,Historic Town of Grand-Bassam,文化遺産,Côte d'Ivoire,CI,Africa,5.195833333,-3.736388889,https://whc.unesco.org/document/117155,Historic Town of Grand-Bassam (Côte d'Ivoire),https://whc.unesco.org/en/list/1322
1324,河回(ハフェ)と良洞(ヤンドン)の歴史村,Historic Villages of Korea: Hahoe and Yangdong,文化遺産,Republic of Korea,KR,Asia and the Pacific,36.53916667,128.5166667,https://whc.unesco.org/document/114850,Historic Villages of Korea: Hahoe and Yangdong (Republic of Korea),https://whc.unesco.org/en/list/1324
1325,フェニックス諸島保護区,Phoenix Islands Protected Area,自然遺産,Kiribati,KI,Asia and the Pacific,-3.864454,-172.650203,https://whc.unesco.org/document/114879,Phoenix Islands Protected Area (Kiribati),https://whc.unesco.org/en/list/1325
1326,パハナウモクアケア(広域),Papahānaumokuākea,複合遺産,United States of America,US,Europe and North America,25.34907,-170.14582,https://whc.unesco.org/document/197742,Nesting Great Frigatebirds. Papahānaumokuākea (United States of America),https://whc.unesco.org/en/list/1326
1328,昇龍(タン・ロン)─ハノイ─の帝都要塞主要部分,Central Sector of the Imperial Citadel of Thang Long - Hanoi,文化遺産,Viet Nam,VN,Asia and the Pacific,21.03752,105.838623,https://whc.unesco.org/document/130164,Central Sector of the Imperial Citadel of Thang Long - Hanoi,https://whc.unesco.org/en/list/1328
1329,ディライーヤのトゥライフ地区,At-Turaif District in ad-Dir'iyah,文化遺産,Saudi Arabia,SA,Arab States,24.73413333,46.57246667,https://whc.unesco.org/document/182373,At-Turaif District in ad-Dir'iyah (Saudi Arabia),https://whc.unesco.org/en/list/1329
1330,ブコヴィニとダルマティアの大都市居館,Residence of Bukovinian and Dalmatian Metropolitans,文化遺産,Ukraine,UA,Europe and North America,48.29666667,25.92472222,https://whc.unesco.org/document/114935,Architectural Ensemble of Residence of Bukovyna and Dalmatia Metropolitans,https://whc.unesco.org/en/list/1330
1333,コンソの文化的景観,Konso Cultural Landscape,文化遺産,Ethiopia,ET,Africa,5.3,37.4,https://whc.unesco.org/document/114937,Konso Cultural Landscape,https://whc.unesco.org/en/list/1333
1334,杭州西湖の文化的景観,West Lake Cultural Landscape of Hangzhou,文化遺産,China,CN,Asia and the Pacific,30.2375,120.1408333,https://whc.unesco.org/document/114945,"Leifeng Pagoda in evening glow, one of the ten poetically named scenic places of West Lake, Hangzhou, China",https://whc.unesco.org/en/list/1334
1335,丹霞山,China Danxia,自然遺産,China,CN,Asia and the Pacific,28.42194444,106.0425,https://whc.unesco.org/document/114947,China Danxia (China),https://whc.unesco.org/en/list/1335
1336,メロエ島の古代遺跡(点在),Archaeological Sites of the Island of Meroe,文化遺産,Sudan,SD,Arab States,16.93333333,33.71666667,https://whc.unesco.org/document/114975,Archaeological Sites of the Island of Meroe (Sudan),https://whc.unesco.org/en/list/1336
1337,司教都市アルビ,Episcopal City of Albi,文化遺産,France,FR,Europe and North America,43.92916667,2.144166667,https://whc.unesco.org/document/114997,Episcopal City of Albi,https://whc.unesco.org/en/list/1337
1338,ジャイプルのジャンタル・マンタル(天文台),"The Jantar Mantar, Jaipur",文化遺産,India,IN,Asia and the Pacific,26.92472222,75.825,https://whc.unesco.org/document/115001,Brihat Samrat Yantra – with repaired plaster and lime wash (khamira),https://whc.unesco.org/en/list/1338
1339,ビキニ環礁,Bikini Atoll Nuclear Test Site,文化遺産,Marshall Islands,MH,Asia and the Pacific,11.6,165.3805556,https://whc.unesco.org/document/115009,Bikini Atoll Nuclear Test Site (Marshall Islands),https://whc.unesco.org/en/list/1339
1342,西ガーツ山脈,Western Ghats,自然遺産,India,IN,Asia and the Pacific,8.529722222,77.24972222,https://whc.unesco.org/document/117263,Grass Hills view from Akkamalai,https://whc.unesco.org/en/list/1342
1343,アル・アインの文化的景観(ハフィト、ヒリ、 ビダ・ビント・サウドとオアシス群),"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",文化遺産,United Arab Emirates,AE,Arab States,24.06777778,55.80638889,https://whc.unesco.org/document/115027,"Al Ain Palace Museum, Al Ain Oasis, front view",https://whc.unesco.org/en/list/1343
1344,ワロン地方の主要採鉱サイト,Major Mining Sites of Wallonia,文化遺産,Belgium,BE,Europe and North America,50.43527778,3.838333333,https://whc.unesco.org/document/117299,"Blegny, Major Mining Sites of Wallonia (Belgium)",https://whc.unesco.org/en/list/1344
1345,アルダビールのシェイフ・サフィー-オッディーン霊廟と神殿建造物群,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,38.24861111,48.29138889,https://whc.unesco.org/document/115033,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil (Iran (Islamic Republic of)),https://whc.unesco.org/en/list/1345
1346,タブリーズの歴史的バーザール複合体,Tabriz Historic Bazaar Complex,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,38.08138889,46.29305556,https://whc.unesco.org/document/115056,Tabriz Historic Bazaar Complex (Iran (Islamic Republic of)),https://whc.unesco.org/en/list/1346
1348,北部シリアの古代村落群,Ancient Villages of Northern Syria,文化遺産,Syrian Arab Republic,SY,Arab States,36.33416667,36.84416667,https://whc.unesco.org/document/115077,The Bashira Jebel and the Baqirha site,https://whc.unesco.org/en/list/1348
1349,シンエルフラハト内の17世紀のアムステルダム運河輪地帯,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,文化遺産,Netherlands (Kingdom of the),NL,Europe and North America,52.365,4.887777778,https://whc.unesco.org/document/115081,Aerial view of Seventeenth-century canal ring area,https://whc.unesco.org/en/list/1349
1351,カミノ・レアル・デ・ティエラ・アデントロ(国立歴史道)(広域),Camino Real de Tierra Adentro,文化遺産,Mexico,MX,Latin America and the Caribbean,22.60805556,-102.3791667,https://whc.unesco.org/document/136607,Camino Real de Tierra Adentro (Mexico),https://whc.unesco.org/en/list/1351
1352,オアハカ中央渓谷のヤグールとミトラの有史以前洞穴,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,文化遺産,Mexico,MX,Latin America and the Caribbean,16.95083333,-96.42111111,https://whc.unesco.org/document/136612,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,https://whc.unesco.org/en/list/1352
1356,,Blue and John Crow Mountains,複合遺産,Jamaica,JM,Latin America and the Caribbean,18.0775,-76.57111111,https://whc.unesco.org/document/137173,Blue and John Crow Mountains - Black-billed Streamertail.,https://whc.unesco.org/en/list/1356
1358,ホー王朝の城塞,Citadel of the Ho Dynasty,文化遺産,Viet Nam,VN,Asia and the Pacific,20.07805556,105.6047222,https://whc.unesco.org/document/218468,Citadel of the Ho Dynasty,https://whc.unesco.org/en/list/1358
1359,サルム川デルタ,Saloum Delta,文化遺産,Senegal,SN,Africa,13.83527778,-16.49861111,https://whc.unesco.org/document/115095,Vue aérienne de la mangrove,https://whc.unesco.org/en/list/1359
1360,ノール=パ・ドゥ・カレの鉱山地帯,Nord-Pas de Calais Mining Basin,文化遺産,France,FR,Europe and North America,50.4625,3.546111111,https://whc.unesco.org/document/117348,Fosse d'Arenberg at Wallers. Nord-Pas de Calais Mining Basin (France),https://whc.unesco.org/en/list/1360
1361,,"Historic Jeddah, the Gate to Makkah",文化遺産,Saudi Arabia,SA,Arab States,21.48388889,39.1875,https://whc.unesco.org/document/182379,"Historic Jeddah, the Gate to Makkah (Saudi Arabia)",https://whc.unesco.org/en/list/1361
1362,小笠原諸島,Ogasawara Islands,自然遺産,Japan,JP,Asia and the Pacific,27.71833333,142.0997222,https://whc.unesco.org/document/115100,Chichijima Island Group,https://whc.unesco.org/en/list/1362
1363,アルプス周辺の有史以前高床式住居群(点在),Prehistoric Pile Dwellings around the Alps,文化遺産,"Italy,France,Austria,Slovenia,Switzerland,Germany","IT, FR, AT, SI, CH, DE",Europe and North America,47.27833333,8.2075,https://whc.unesco.org/document/115102,"Original piles in Lac de Chalain, rive occidentale (FR-39-02) with the reconstruction of a Neolithic dwelling in the background. Prehistoric Pile dwellings around the Alps (Austria, France, Germany, Italy, Slovenia, Switzerland)",https://whc.unesco.org/en/list/1363
1364,真珠採取と島の経済,"Pearling, Testimony of an Island Economy",文化遺産,Bahrain,BH,Arab States,26.24128,50.61351,https://whc.unesco.org/document/115106,"Pearling, testimony of an island economy.
View of B? M?hir Seashore",https://whc.unesco.org/en/list/1364
1366,エディルネのセリミエ・モスクとその公共建造物群,Selimiye Mosque and its Social Complex,文化遺産,Türkiye,TR,Europe and North America,41.67777778,26.55944444,https://whc.unesco.org/document/131751,Selimiye Mosque and its Social Complex,https://whc.unesco.org/en/list/1366
1367,国境防衛都市エルバスとその要塞群,Garrison Border Town of Elvas and its Fortifications,文化遺産,Portugal,PT,Europe and North America,38.88061944,-7.163322222,https://whc.unesco.org/document/117373,Amoreira Aqueduct,https://whc.unesco.org/en/list/1367
1368,アルフェルトのファグス靴型工場,Fagus Factory in Alfeld,文化遺産,Germany,DE,Europe and North America,51.98388889,9.812222222,https://whc.unesco.org/document/115119,"General south-eastern view, railway side (2009)",https://whc.unesco.org/en/list/1368
1369,ニンガルー・コースト,Ningaloo Coast,自然遺産,Australia,AU,Asia and the Pacific,-22.5625,113.8102778,https://whc.unesco.org/document/115123,Aerial view of Yardie Creek,https://whc.unesco.org/en/list/1369
1370,,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,文化遺産,Israel,IL,Europe and North America,31.60111111,34.9,https://whc.unesco.org/document/170385,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,https://whc.unesco.org/en/list/1370
1371,セラ・デ・トラムンタナの文化的景観,Cultural Landscape of the Serra de Tramuntana,文化遺産,Spain,ES,Europe and North America,39.73083333,2.694722222,https://whc.unesco.org/document/115128,Valldemossa,https://whc.unesco.org/en/list/1371
1372,ペルシア庭園,The Persian Garden,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,30.16666667,53.16666667,https://whc.unesco.org/document/128889,The Persian Garden,https://whc.unesco.org/en/list/1372
1375,,Santiniketan,文化遺産,India,IN,Asia and the Pacific,23.68027778,87.68497222,https://whc.unesco.org/document/197758,Santiniketan Griha,https://whc.unesco.org/en/list/1375
1376,歴史都市ブリッジタウンとその駐屯地,Historic Bridgetown and its Garrison,文化遺産,Barbados,BB,Latin America and the Caribbean,13.09666667,-59.61388889,https://whc.unesco.org/document/115151,Historic Bridgetown and its Garrison (Barbados),https://whc.unesco.org/en/list/1376
1377,ワディ・ラムの保護区域,Wadi Rum Protected Area,複合遺産,Jordan,JO,Arab States,29.63972222,35.43388889,https://whc.unesco.org/document/115219,Wadi Rum Protected Area (Jordan),https://whc.unesco.org/en/list/1377
1379,バイロイトの辺境伯オペラハウス,Margravial Opera House Bayreuth,文化遺産,Germany,DE,Europe and North America,49.94439311,11.57849794,https://whc.unesco.org/document/117177,View of the proscenium from the Court Loge. Margravial Opera House Bayreuth,https://whc.unesco.org/en/list/1379
1380,サンガ川流域-三カ国を流れる大河,Sangha Trinational,自然遺産,"Congo,Cameroon,Central African Republic","CG, CM, CF",Africa,2.609444444,16.55416667,https://whc.unesco.org/document/117158,Bongo. Sangha Trinational,https://whc.unesco.org/en/list/1380
1382,モンゴル・アルタイの岩石線画群,Petroglyphic Complexes of the Mongolian Altai,文化遺産,Mongolia,MN,Asia and the Pacific,49.33388889,88.39527778,https://whc.unesco.org/document/209360,Petroglyphic Complexes of the Mongolian Altai,https://whc.unesco.org/en/list/1382
1386,ロック・アイランドの南潟,Rock Islands Southern Lagoon,複合遺産,Palau,PW,Asia and the Pacific,7.246925,134.3525,https://whc.unesco.org/document/117510,Ngerukewid Islands National Wildlife Preserve (2010),https://whc.unesco.org/en/list/1386
1387,コインブラ大学 - アルタとソフィア,University of Coimbra – Alta and Sofia,文化遺産,Portugal,PT,Europe and North America,40.20781111,-8.425775,https://whc.unesco.org/document/123314,University of Coimbra – Alta and Sofia,https://whc.unesco.org/en/list/1387
1388,澄江(チェンジャン)化石地(澄江生物化石群出土地域),Chengjiang Fossil Site,自然遺産,China,CN,Asia and the Pacific,24.66888889,102.9772222,https://whc.unesco.org/document/117221,Chengjiang Fossil Site (China),https://whc.unesco.org/en/list/1388
1389,元(げん)の上都遺跡,Site of Xanadu,文化遺産,China,CN,Asia and the Pacific,42.358,116.1851278,https://whc.unesco.org/document/117254,Outer appearance of east city wall of the Imperial City (2008),https://whc.unesco.org/en/list/1389
1390,,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,文化遺産,Italy,IT,Europe and North America,44.60861111,7.963611111,https://whc.unesco.org/document/137940,Roero - Vineyard landscape,https://whc.unesco.org/en/list/1390
1393,カルメル山の人類進化遺跡群:ナハル・メアロット/ワディ・エル-ムガラ洞窟,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,文化遺産,Israel,IL,Europe and North America,32.66861111,34.96805556,https://whc.unesco.org/document/117473,General view of the site,https://whc.unesco.org/en/list/1393
1396,レンゴング渓谷の考古学遺跡群,Archaeological Heritage of the Lenggong Valley,文化遺産,Malaysia,MY,Asia and the Pacific,5.067908333,100.9723278,https://whc.unesco.org/document/117291,"View of islands in Raban Lake south of the property reminiscent of the possible environment of Prehistoric Bukit Bunuh, Bukit Jawa and Kota Tampan (2001)",https://whc.unesco.org/en/list/1396
1397,イスファハンのマスジェデ・ジャーメ(金曜モスク),Masjed-e Jāmé of Isfahan,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,32.66972222,51.68527778,https://whc.unesco.org/document/117273,Northern façade and northern eyvan of the mosque,https://whc.unesco.org/en/list/1397
1398,ゴンバ-デ・カーブース,Gonbad-e Qābus,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,37.25802778,55.169,https://whc.unesco.org/document/118684,Gonbad-e Qabus,https://whc.unesco.org/en/list/1398
1399,レブカ:歴史的港湾市街,Levuka Historical Port Town,文化遺産,Fiji,FJ,Asia and the Pacific,-17.68337778,178.8345333,https://whc.unesco.org/document/123466,Levuka Historical Port Town,https://whc.unesco.org/en/list/1399
1400,ウニアンガ湖水群,Lakes of Ounianga,自然遺産,Chad,TD,Africa,19.055,20.50555556,https://whc.unesco.org/document/117140,Lake Boukou,https://whc.unesco.org/en/list/1400
1401,ラバト、近代首都と歴史都市の共存,"Rabat, Modern Capital and Historic City: a Shared Heritage",文化遺産,Morocco,MA,Arab States,34.02416667,-6.822777778,https://whc.unesco.org/document/117189,Casbah des Oudaias,https://whc.unesco.org/en/list/1401
1402,アル・ズバーラ考古学遺跡,Al Zubarah Archaeological Site,文化遺産,Qatar,QA,Arab States,25.97805556,51.02972222,https://whc.unesco.org/document/123321,Al Zubarah Archaeological Site,https://whc.unesco.org/en/list/1402
1403,,Mount Hamiguitan Range Wildlife Sanctuary,自然遺産,Philippines,PH,Asia and the Pacific,6.717169444,126.1734306,https://whc.unesco.org/document/123209,Mt. Hamiguitan Range Wildelife Sanctuary,https://whc.unesco.org/en/list/1403
1404,グラン・プレの景観,Landscape of Grand Pré,文化遺産,Canada,CA,Europe and North America,45.11833333,-64.30722222,https://whc.unesco.org/document/117321,Landscape of Grand Pré (Canada),https://whc.unesco.org/en/list/1404
1405,チャタルヒュユクの新石器時代遺跡,Neolithic Site of Çatalhöyük,文化遺産,Türkiye,TR,Europe and North America,37.66666667,32.82805556,https://whc.unesco.org/document/119578,Neolithic Site of Çatalhöyük,https://whc.unesco.org/en/list/1405
1406,,Great Himalayan National Park Conservation Area,自然遺産,India,IN,Asia and the Pacific,31.83333333,77.58333333,https://whc.unesco.org/document/203849,Great Himalayan National Park,https://whc.unesco.org/en/list/1406
1407,バサリ族の地: バサリ、フラ、ベディックの文化的景観,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",文化遺産,Senegal,SN,Africa,12.59333333,-12.84583333,https://whc.unesco.org/document/117171,Bédik landscape (2010),https://whc.unesco.org/en/list/1407
1410,エル・ピナカテとアルタル大砂漠生物圏保護区,El Pinacate and Gran Desierto de Altar Biosphere Reserve,自然遺産,Mexico,MX,Latin America and the Caribbean,32,-113.9166667,https://whc.unesco.org/document/123184,El Pinacate and Gran Desierto de Altar Biosphere Reserve (Mexico),https://whc.unesco.org/en/list/1410
1411,タウリカ半島の古代都市とそのコーラ,Ancient City of Tauric Chersonese and its Chora,文化遺産,Ukraine,UA,Europe and North America,44.61083333,33.49138889,https://whc.unesco.org/document/123370,Ancient city of Tauric Chersonese and its chora (5th century BC – 14th century AD),https://whc.unesco.org/en/list/1411
1412,レッド・ベイ:バスク人の捕鯨拠点,Red Bay Basque Whaling Station,文化遺産,Canada,CA,Europe and North America,51.726925,-56.42952222,https://whc.unesco.org/document/123248,Red Bay Basque Whaling Station,https://whc.unesco.org/en/list/1412
1413,ベルクパルク・ヴィルヘルムスヘーエ,Bergpark Wilhelmshöhe,文化遺産,Germany,DE,Europe and North America,51.31583333,9.393055556,https://whc.unesco.org/document/123502,Water features and Hercules within the Bergpark Wilhelmshöhe,https://whc.unesco.org/en/list/1413
1414,新疆天山,Xinjiang Tianshan,自然遺産,China,CN,Asia and the Pacific,41.96833333,80.35416667,https://whc.unesco.org/document/123173,Xianjiang Tianshan,https://whc.unesco.org/en/list/1414
1415,,Pimachiowin Aki,複合遺産,Canada,CA,Europe and North America,51.82641667,-95.41127778,https://whc.unesco.org/document/123223,Pimachiowin Aki - Canada,https://whc.unesco.org/en/list/1415
1416,,Stevns Klint,自然遺産,Denmark,DK,Europe and North America,55.26722222,12.42333333,https://whc.unesco.org/document/129599,Stevns Klint,https://whc.unesco.org/en/list/1416
1418,富士山─信仰の対象と芸術の源泉,"Fujisan, sacred place and source of artistic inspiration",文化遺産,Japan,JP,Asia and the Pacific,35.36083333,138.7275,https://whc.unesco.org/document/123481,Fujisan,https://whc.unesco.org/en/list/1418
1422,ゴレスタン宮殿,Golestan Palace,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,35.68036667,51.42051111,https://whc.unesco.org/document/123734,Golestan Palace (Iran (Islamic Republic of)),https://whc.unesco.org/en/list/1422
1423,,Cultural Landscape of Maymand,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,30.16805556,55.37555556,https://whc.unesco.org/document/137097,Cattle breeding in Sar-e-Aqol,https://whc.unesco.org/en/list/1423
1424,ポーランドとウクライナのカルパチア地方の木造聖堂群,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,文化遺産,"Poland,Ukraine","PL, UA",Europe and North America,49.53388889,21.03222222,https://whc.unesco.org/document/218414,"Wooden Tserkvas of the Carpathian Region in Poland and Ukraine - Drohobych, Church of St. George – Lviv region",https://whc.unesco.org/en/list/1424
1425,,"The Climats, terroirs of Burgundy",文化遺産,France,FR,Europe and North America,47.05805556,4.864444444,https://whc.unesco.org/document/137353,"Grand Clos des Epenots, Pommard",https://whc.unesco.org/en/list/1425
1426,,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",文化遺産,France,FR,Europe and North America,44.3875,4.416111111,https://whc.unesco.org/document/129614,"Decorated cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",https://whc.unesco.org/en/list/1426
1427,エトナ火山,Mount Etna,自然遺産,Italy,IT,Europe and North America,37.75611111,14.99666667,https://whc.unesco.org/document/123241,Mount Etna,https://whc.unesco.org/en/list/1427
1430,ナミブ砂海,Namib Sand Sea,自然遺産,Namibia,,Africa,-24.88527778,15.40777778,https://whc.unesco.org/document/133530,Namib Sand Sea,https://whc.unesco.org/en/list/1430
1431,,Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,自然遺産,Guinea-Bissau,GW,Africa,11.12,-15.94888889,https://whc.unesco.org/document/219821,"Group of terns (Thalasseus bengallensis) in flight, Poilão, João Vieira and Poilão National Marine Park (PNMJVP).",https://whc.unesco.org/en/list/1431
1432,,Okavango Delta,自然遺産,Botswana,BW,Africa,-19.28333333,22.9,https://whc.unesco.org/document/203869,Okavango Delta,https://whc.unesco.org/en/list/1432
1433,「イエスの聖誕地」: 聖誕教会と巡礼路、ベツレヘム,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",文化遺産,State of Palestine,PS,Arab States,31.70435278,35.2075,https://whc.unesco.org/document/209527,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",https://whc.unesco.org/en/list/1433
1434,,Chaîne des Puys - Limagne fault tectonic arena,自然遺産,France,FR,Europe and North America,45.77938889,2.965111111,https://whc.unesco.org/document/129608,Chaine des Puys - Limagne fault tectonic arena,https://whc.unesco.org/en/list/1434
1435,,Monumental Earthworks of Poverty Point,文化遺産,United States of America,US,Europe and North America,32.63694444,-91.40638889,https://whc.unesco.org/document/129795,Monumental Earthworks of Poverty Point,https://whc.unesco.org/en/list/1435
1437,,Erbil Citadel,文化遺産,Iraq,IQ,Arab States,36.19111111,44.00916667,https://whc.unesco.org/document/129685,Erbil Citadel,https://whc.unesco.org/en/list/1437
1438,,Trang An Landscape Complex,複合遺産,Viet Nam,VN,Asia and the Pacific,20.25666667,105.8963889,https://whc.unesco.org/document/129643,Trang An Landscape Complex,https://whc.unesco.org/en/list/1438
1439,,Namhansanseong,文化遺産,Republic of Korea,KR,Asia and the Pacific,37.47888889,127.1811111,https://whc.unesco.org/document/129944,Namhansanseong,https://whc.unesco.org/en/list/1439
1440,,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,文化遺産,Mongolia,MN,Asia and the Pacific,48.76197778,109.0093278,https://whc.unesco.org/document/136561,Bosgo Tengeriin Davaa (the threshold pass of Heaven),https://whc.unesco.org/en/list/1440
1441,,Van Nellefabriek,文化遺産,Netherlands (Kingdom of the),NL,Europe and North America,51.92444444,4.4325,https://whc.unesco.org/document/129919,Van Nellefabriek,https://whc.unesco.org/en/list/1441
1442,,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,文化遺産,"China,Kyrgyzstan,Kazakhstan","CN, KG, KZ",Asia and the Pacific,34.30444444,108.8572222,https://whc.unesco.org/document/129564,"Silk Roads: Initial Section of the Silk Roads, the Routes Network of Tian-shan Corridor",https://whc.unesco.org/en/list/1442
1443,,The Grand Canal,文化遺産,China,CN,Asia and the Pacific,34.69388889,112.4683333,https://whc.unesco.org/document/129555,The Grand Canal,https://whc.unesco.org/en/list/1443
1444,,Pyu Ancient Cities,文化遺産,Myanmar,MM,Asia and the Pacific,22.47,95.81861111,https://whc.unesco.org/document/157601,"Hanlin, Pyu Ancient Cities, Myanmar, Burma",https://whc.unesco.org/en/list/1444
1446,,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),文化遺産,Jordan,JO,Arab States,31.83722222,35.55277778,https://whc.unesco.org/document/137044,Wadi Al Kharrar Tell Al-Kharrar (Elijah's Hill),https://whc.unesco.org/en/list/1446
1447,,Carolingian Westwork and Civitas Corvey,文化遺産,Germany,DE,Europe and North America,51.77827778,9.41025,https://whc.unesco.org/document/129624,Carolingian Westwork and Civitas Corvey,https://whc.unesco.org/en/list/1447
1448,,Landscapes of Dauria,自然遺産,"Mongolia,Russian Federation","MN, RU",Asia and the Pacific,49.93022222,115.4254444,https://whc.unesco.org/document/147465,Landscapes of Dauria: A newborn Mongolian Gazelle in the Daursky reserve,https://whc.unesco.org/en/list/1448
1449,,Tomioka Silk Mill and Related Sites,文化遺産,Japan,JP,Asia and the Pacific,36.25527778,138.8877778,https://whc.unesco.org/document/129817,Tomioka Silk Mill and Related Sites,https://whc.unesco.org/en/list/1449
1450,,Thimlich Ohinga Archaeological Site,文化遺産,Kenya,KE,Africa,-0.891338056,34.326107,https://whc.unesco.org/document/203853,Large cattle enclosure,https://whc.unesco.org/en/list/1450
1452,,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,文化遺産,Türkiye,TR,Europe and North America,40.18473056,29.06233611,https://whc.unesco.org/document/129879,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,https://whc.unesco.org/en/list/1452
1453,,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,文化遺産,Costa Rica,CR,Latin America and the Caribbean,8.938453,-83.502539,https://whc.unesco.org/document/136527,Precolumbian Chiefdom settlements with stone spheres of the Diquís,https://whc.unesco.org/en/list/1453
1455,,Susa,文化遺産,Iran (Islamic Republic of),IR,Asia and the Pacific,32.18944444,48.25611111,https://whc.unesco.org/document/137112,Achaemenid village,https://whc.unesco.org/en/list/1455
